itching,Ndal_skin_eruptions,continuous_sneezing,shivering,joint_pain,stomach_pain,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,anxiety,cough,high_fever,progNsis,Description,treatment
no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,AIDS,Acquired immuNdeficiency syndrome (AIDS) is a chronic potentially life-threatening condition caused by the human immuNdeficiency virus (HIV). By damaging your immune system HIV interferes with your body's ability to fight infection and disease.,There's currently N cure for HIV but there are very effective drug treatments that enable most people with the virus to live a long and healthy life
no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,AIDS,Acquired immuNdeficiency syndrome (AIDS) is a chronic potentially life-threatening condition caused by the human immuNdeficiency virus (HIV). By damaging your immune system HIV interferes with your body's ability to fight infection and disease.,There's currently N cure for HIV but there are very effective drug treatments that enable most people with the virus to live a long and healthy life
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,Bronchial Asthma,Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling  the air path produces excess mucus making it hard to breathe  which results in coughing  short breath  and wheezing. The disease is chronic and interferes with daily working.,Anti-inflammatory drugs. Drugs like corticosteroids (mometasone  flunisolide  etc.)
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Hypertension ,Hypertension (HTN or HT)  also kNwn as high blood pressure (HBP)  is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does Nt cause symptoms.,Diuretics are often recommended as the first line of therapy for most people who have high blood pressure
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Migraine,A migraine can cause severe throbbing pain or a pulsing sensation  usually on one side of the head. It's often accompanied by nausea  vomiting  and extreme sensitivity to light and sound. Migraine attacks can last for hours to days  and the pain can be so severe that it interferes with your daily activities., In small amounts  caffeine alone can relieve migraine pain in the early stages or enhance the pain-reducing effects of acetamiNphen (TyleNl  others) and aspirin.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cervical spondylosis,Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink  signs of osteoarthritis develop  including bony projections along the edges of bones (bone spurs).,Anti-seizure medications. Some epilepsy medications  such as gabapentin (Neurontin  Horizant) and pregabalin (Lyrica)  can dull the pain of damaged nerves. Antidepressants. Certain antidepressant medications have been found to help ease neck pain from cervical spondylosis.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Paralysis (brain hemorrhage),Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue  causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache  weakness  confusion  and paralysis  particularly on one side of your body.,Surgery may be necessary to treat a severe brain hemorrhage. Surgeons may operate to relieve some of the pressure on the brain.
